user_id,fecha,edad,perfil,salario,vivienda,alimentacion,transporte,ocio,salud,educacion,otros,gasto_total,ahorro,tasa_ahorro_pct,perfil_ahorro,ipc_mensual
1,2023-01,37,medio,2688.06,648.85,578.97,262.56,140.89,60.25,58.79,136.05,1886.36,801.7,29.82,buen_ahorrador,0.53
1,2023-02,37,medio,2751.87,668.24,596.27,270.41,145.09,62.05,60.55,140.12,1942.73,809.14,29.4,buen_ahorrador,0.6
1,2023-03,37,medio,2510.9,611.74,545.85,247.54,132.83,56.8,55.43,128.27,1778.46,732.44,29.17,buen_ahorrador,0.33
1,2023-04,37,medio,2779.81,680.09,606.85,275.2,147.67,63.15,61.62,142.61,1977.19,802.62,28.87,buen_ahorrador,0.42
1,2023-05,37,medio,2687.18,659.4,588.39,266.83,143.18,61.23,59.75,138.27,1917.05,770.13,28.66,buen_ahorrador,0.3
1,2023-06,37,medio,2692.28,661.91,590.62,267.85,143.72,61.46,59.98,138.79,1924.33,767.95,28.52,buen_ahorrador,0.19
1,2023-07,37,medio,2537.56,625.25,557.91,253.01,135.76,58.06,56.65,131.11,1817.75,719.81,28.37,buen_ahorrador,0.22
1,2023-08,37,medio,2548.09,629.28,561.51,254.64,136.64,58.43,57.02,131.95,1829.47,718.62,28.2,buen_ahorrador,0.23
1,2023-09,37,medio,2688.92,666.32,594.56,269.63,144.68,61.87,60.38,139.72,1937.16,751.76,27.96,buen_ahorrador,0.34
1,2023-10,37,medio,2661.93,661.94,590.65,267.86,143.73,61.46,59.98,138.8,1924.42,737.51,27.71,buen_ahorrador,0.35
1,2023-11,37,medio,2573.23,641.93,572.8,259.76,139.38,59.61,58.17,134.6,1866.25,706.98,27.47,buen_ahorrador,0.32
1,2023-12,37,medio,2830.01,708.32,632.03,286.62,153.8,65.77,64.18,148.52,2059.24,770.77,27.24,buen_ahorrador,0.33
1,2024-01,37,medio,2636.19,662.05,590.75,267.9,143.75,61.47,59.99,138.82,1924.73,711.46,26.99,buen_ahorrador,0.34
1,2024-02,37,medio,2603.99,655.86,585.23,265.4,142.41,60.9,59.43,137.53,1906.76,697.23,26.78,buen_ahorrador,0.29
1,2024-03,37,medio,2753.94,695.85,620.91,281.58,151.09,64.61,63.05,145.91,2023.0,730.94,26.54,buen_ahorrador,0.32
1,2024-04,37,medio,2696.23,683.52,609.9,276.59,148.41,63.47,61.93,143.32,1987.14,709.09,26.3,buen_ahorrador,0.33
1,2024-05,37,medio,2867.03,729.29,650.74,295.11,158.35,67.72,66.08,152.92,2120.21,746.82,26.05,buen_ahorrador,0.34
1,2024-06,37,medio,2732.33,697.39,622.28,282.2,151.42,64.76,63.19,146.23,2027.47,704.86,25.8,buen_ahorrador,0.34
1,2024-07,37,medio,2846.93,728.74,650.26,294.89,158.23,67.67,66.03,152.81,2118.63,728.3,25.58,buen_ahorrador,0.29
1,2024-08,37,medio,2804.26,719.61,642.11,291.2,156.25,66.82,65.2,150.89,2092.08,712.18,25.4,buen_ahorrador,0.25
1,2024-09,37,medio,2747.5,706.11,630.06,285.73,153.32,65.57,63.98,148.06,2052.83,694.67,25.28,buen_ahorrador,0.15
1,2024-10,37,medio,2633.03,677.91,604.9,274.32,147.19,62.95,61.42,142.15,1970.84,662.19,25.15,buen_ahorrador,0.18
1,2024-11,37,medio,2897.0,747.66,667.14,302.54,162.34,69.42,67.75,156.77,2173.62,723.38,24.97,buen_ahorrador,0.24
1,2024-12,37,medio,2798.49,724.26,646.25,293.07,157.26,67.25,65.62,151.87,2105.58,692.91,24.76,buen_ahorrador,0.28
1,2025-01,37,medio,2755.53,715.28,638.24,289.44,155.31,66.42,64.81,149.98,2079.48,676.05,24.53,buen_ahorrador,0.3
1,2025-02,37,medio,2658.8,692.31,617.75,280.15,150.32,64.28,62.73,145.17,2012.71,646.09,24.3,buen_ahorrador,0.31
1,2025-03,37,medio,2725.25,711.6,634.96,287.95,154.51,66.08,64.48,149.21,2068.79,656.46,24.09,buen_ahorrador,0.28
1,2025-04,37,medio,2734.49,715.8,638.7,289.65,155.42,66.47,64.86,150.09,2080.99,653.5,23.9,buen_ahorrador,0.25
1,2025-05,37,medio,2865.33,752.0,671.01,304.3,163.28,69.83,68.14,157.68,2186.24,679.09,23.7,buen_ahorrador,0.26
1,2025-06,37,medio,2851.36,750.13,669.34,303.54,162.88,69.65,67.97,157.29,2180.8,670.56,23.52,buen_ahorrador,0.24
1,2025-07,37,medio,2921.1,770.39,687.42,311.74,167.28,71.53,69.81,161.54,2239.71,681.39,23.33,buen_ahorrador,0.25
1,2025-08,37,medio,2740.93,724.76,646.7,293.28,157.37,67.3,65.67,151.97,2107.05,633.88,23.13,buen_ahorrador,0.26
1,2025-09,37,medio,2809.12,744.79,664.58,301.38,161.72,69.16,67.49,156.17,2165.29,643.83,22.92,buen_ahorrador,0.27
1,2025-10,37,medio,2756.18,732.8,653.88,296.53,159.11,68.04,66.4,153.66,2130.42,625.76,22.7,buen_ahorrador,0.28
1,2025-11,37,medio,2926.07,780.23,696.2,315.72,169.41,72.45,70.7,163.6,2268.31,657.76,22.48,buen_ahorrador,0.29
1,2025-12,37,medio,2838.38,759.04,677.29,307.15,164.81,70.48,68.78,159.16,2206.71,631.67,22.25,buen_ahorrador,0.29
1,2026-01,37,medio,2782.64,745.77,665.45,301.78,161.93,69.25,67.57,156.38,2168.13,614.51,22.08,buen_ahorrador,0.22
1,2026-02,37,medio,2892.38,776.81,693.15,314.34,168.67,72.13,70.39,162.89,2258.38,634.0,21.92,buen_ahorrador,0.21
1,2026-03,37,medio,2744.55,738.58,659.04,298.87,160.37,68.58,66.92,154.87,2147.23,597.32,21.76,buen_ahorrador,0.2
1,2026-04,37,medio,2984.86,804.86,718.17,325.69,174.76,74.74,72.93,168.77,2339.92,644.94,21.61,buen_ahorrador,0.2
1,2026-05,37,medio,2878.12,777.55,693.81,314.64,168.83,72.2,70.45,163.04,2260.52,617.6,21.46,buen_ahorrador,0.19
2,2023-01,28,medio,2405.01,746.04,354.28,219.94,96.71,61.9,50.26,196.18,1725.31,679.7,28.26,buen_ahorrador,0.53
2,2023-02,28,medio,2475.55,772.53,366.85,227.74,100.14,64.1,52.04,203.15,1786.55,689.0,27.83,buen_ahorrador,0.6
2,2023-03,28,medio,2382.43,745.93,354.22,219.9,96.7,61.89,50.25,196.15,1725.04,657.39,27.59,buen_ahorrador,0.33
2,2023-04,28,medio,2552.18,802.43,381.05,236.56,104.02,66.58,54.06,211.01,1855.71,696.47,27.29,buen_ahorrador,0.42
2,2023-05,28,medio,2377.8,749.85,356.08,221.06,97.2,62.22,50.51,197.18,1734.1,643.7,27.07,buen_ahorrador,0.3
2,2023-06,28,medio,2610.83,824.9,391.72,243.18,106.93,68.44,55.57,216.92,1907.66,703.17,26.93,buen_ahorrador,0.19
2,2023-07,28,medio,2563.7,811.79,385.5,239.32,105.23,67.36,54.69,213.47,1877.36,686.34,26.77,buen_ahorrador,0.22
2,2023-08,28,medio,2426.53,770.12,365.71,227.03,99.83,63.9,51.88,202.51,1780.98,645.55,26.6,buen_ahorrador,0.23
2,2023-09,28,medio,2384.03,759.21,360.53,223.82,98.42,62.99,51.15,199.64,1755.76,628.27,26.35,buen_ahorrador,0.34
2,2023-10,28,medio,2593.51,828.81,393.58,244.33,107.44,68.77,55.83,217.95,1916.71,676.8,26.1,buen_ahorrador,0.35
2,2023-11,28,medio,2572.48,824.72,391.63,243.13,106.91,68.43,55.56,216.87,1907.25,665.23,25.86,buen_ahorrador,0.32
2,2023-12,28,medio,2584.35,831.26,394.74,245.06,107.76,68.97,56.0,218.59,1922.38,661.97,25.61,buen_ahorrador,0.33
2,2024-01,28,medio,2601.34,839.57,398.69,247.51,108.83,69.66,56.56,220.78,1941.6,659.74,25.36,buen_ahorrador,0.34
2,2024-02,28,medio,2430.65,786.75,373.61,231.94,101.99,65.28,53.0,206.89,1819.46,611.19,25.15,buen_ahorrador,0.29
2,2024-03,28,medio,2508.92,814.68,386.87,240.17,105.61,67.6,54.88,214.23,1884.04,624.88,24.91,buen_ahorrador,0.32
2,2024-04,28,medio,2453.09,799.18,379.51,235.6,103.6,66.31,53.84,210.16,1848.2,604.89,24.66,buen_ahorrador,0.33
2,2024-05,28,medio,2650.08,866.3,411.38,255.39,112.3,71.88,58.36,227.8,2003.41,646.67,24.4,buen_ahorrador,0.34
2,2024-06,28,medio,2594.98,851.17,404.2,250.93,110.34,70.62,57.34,223.83,1968.43,626.55,24.14,buen_ahorrador,0.34
2,2024-07,28,medio,2526.07,830.97,394.6,244.97,107.72,68.95,55.98,218.52,1921.71,604.36,23.92,buen_ahorrador,0.29
2,2024-08,28,medio,2463.26,812.33,385.75,239.48,105.3,67.4,54.72,213.61,1878.59,584.67,23.74,buen_ahorrador,0.25
2,2024-09,28,medio,2533.02,836.59,397.27,246.63,108.45,69.42,56.36,219.99,1934.71,598.31,23.62,buen_ahorrador,0.15
2,2024-10,28,medio,2542.72,841.31,399.51,248.02,109.06,69.81,56.68,221.23,1945.62,597.1,23.48,buen_ahorrador,0.18
2,2024-11,28,medio,2653.67,880.12,417.95,259.46,114.09,73.03,59.29,231.44,2035.38,618.29,23.3,buen_ahorrador,0.24
2,2024-12,28,medio,2636.03,876.72,416.33,258.46,113.65,72.74,59.06,230.55,2027.51,608.52,23.08,buen_ahorrador,0.28
2,2025-01,28,medio,2707.33,903.14,428.87,266.25,117.07,74.94,60.84,237.49,2088.6,618.73,22.85,buen_ahorrador,0.3
2,2025-02,28,medio,2605.29,871.79,413.99,257.01,113.01,72.34,58.73,229.25,2016.12,589.17,22.61,buen_ahorrador,0.31
2,2025-03,28,medio,2519.08,845.3,401.41,249.2,109.58,70.14,56.95,222.28,1954.86,564.22,22.4,buen_ahorrador,0.28
2,2025-04,28,medio,2680.82,901.83,428.25,265.86,116.9,74.83,60.75,237.15,2085.57,595.25,22.2,buen_ahorrador,0.25
2,2025-05,28,medio,2699.61,910.51,432.37,268.42,118.03,75.55,61.34,239.43,2105.65,593.96,22.0,buen_ahorrador,0.26
2,2025-06,28,medio,2653.3,897.04,425.98,264.45,116.28,74.43,60.43,235.89,2074.5,578.8,21.81,buen_ahorrador,0.24
2,2025-07,28,medio,2714.91,920.16,436.96,271.27,119.28,76.35,61.99,241.97,2127.98,586.93,21.62,buen_ahorrador,0.25
2,2025-08,28,medio,2647.79,899.74,427.26,265.25,116.63,74.66,60.61,236.6,2080.75,567.04,21.42,buen_ahorrador,0.26
2,2025-09,28,medio,2661.62,906.89,430.66,267.35,117.56,75.25,61.09,238.48,2097.28,564.34,21.2,buen_ahorrador,0.27
2,2025-10,28,medio,2642.44,902.87,428.75,266.17,117.04,74.91,60.82,237.42,2087.98,554.46,20.98,buen_ahorrador,0.28
2,2025-11,28,medio,2541.27,870.82,413.53,256.72,112.89,72.26,58.66,229.0,2013.88,527.39,20.75,buen_ahorrador,0.29
2,2025-12,28,medio,2569.17,882.94,419.28,260.29,114.46,73.26,59.48,232.18,2041.89,527.28,20.52,buen_ahorrador,0.29
2,2026-01,28,medio,2554.59,879.86,417.82,259.38,114.06,73.01,59.27,231.37,2034.77,519.82,20.35,buen_ahorrador,0.22
2,2026-02,28,medio,2722.96,939.82,446.29,277.06,121.83,77.98,63.31,247.14,2173.43,549.53,20.18,buen_ahorrador,0.21
2,2026-03,28,medio,2642.48,913.86,433.97,269.41,118.46,75.83,61.56,240.31,2113.4,529.08,20.02,buen_ahorrador,0.2
2,2026-04,28,medio,2700.93,935.95,444.45,275.92,121.33,77.66,63.05,246.12,2164.48,536.45,19.86,buen_ahorrador,0.2
2,2026-05,28,medio,2815.0,977.33,464.11,288.12,126.69,81.09,65.84,257.0,2260.18,554.82,19.71,buen_ahorrador,0.19
3,2023-01,37,junior,1141.35,352.01,193.04,139.01,104.22,22.95,54.91,66.43,932.57,208.78,18.29,buen_ahorrador,0.53
3,2023-02,37,junior,1167.53,362.24,198.65,143.05,107.25,23.62,56.5,68.36,959.67,207.86,17.8,buen_ahorrador,0.6
3,2023-03,37,junior,1225.53,381.49,209.21,150.65,112.94,24.87,59.51,71.99,1010.66,214.87,17.53,buen_ahorrador,0.33
3,2023-04,37,junior,1162.45,363.38,199.28,143.5,107.58,23.69,56.68,68.57,962.68,199.77,17.19,buen_ahorrador,0.42
3,2023-05,37,junior,1141.34,357.85,196.24,141.31,105.94,23.33,55.82,67.53,948.02,193.32,16.94,buen_ahorrador,0.3
3,2023-06,37,junior,1172.01,368.16,201.9,145.39,109.0,24.0,57.43,69.48,975.36,196.65,16.78,buen_ahorrador,0.19
3,2023-07,37,junior,1240.53,390.54,214.17,154.22,115.62,25.46,60.92,73.7,1034.63,205.9,16.6,buen_ahorrador,0.22
3,2023-08,37,junior,1167.74,368.47,202.07,145.51,109.09,24.02,57.47,69.54,976.17,191.57,16.41,buen_ahorrador,0.23
3,2023-09,37,junior,1215.6,384.88,211.07,151.99,113.95,25.09,60.03,72.63,1019.64,195.96,16.12,buen_ahorrador,0.34
3,2023-10,37,junior,1140.87,362.48,198.79,143.14,107.32,23.63,56.54,68.41,960.31,180.56,15.83,buen_ahorrador,0.35
3,2023-11,37,junior,1186.03,378.04,207.32,149.29,111.92,24.64,58.97,71.34,1001.52,184.51,15.56,buen_ahorrador,0.32
3,2023-12,37,junior,1183.16,378.37,207.5,149.42,112.02,24.67,59.02,71.4,1002.4,180.76,15.28,buen_ahorrador,0.33
3,2024-01,37,junior,1169.09,375.14,205.73,148.14,111.06,24.46,58.51,70.79,993.83,175.26,14.99,ahorro_moderado,0.34
3,2024-02,37,junior,1216.72,391.55,214.73,154.62,115.92,25.53,61.07,73.89,1037.31,179.41,14.75,ahorro_moderado,0.29
3,2024-03,37,junior,1213.68,391.83,214.88,154.73,116.0,25.54,61.12,73.94,1038.04,175.64,14.47,ahorro_moderado,0.32
3,2024-04,37,junior,1241.91,402.26,220.6,158.85,119.09,26.22,62.74,75.91,1065.67,176.24,14.19,ahorro_moderado,0.33
3,2024-05,37,junior,1193.23,387.81,212.68,153.14,114.81,25.28,60.49,73.18,1027.39,165.84,13.9,ahorro_moderado,0.34
3,2024-06,37,junior,1193.01,389.06,213.36,153.64,115.18,25.36,60.68,73.42,1030.7,162.31,13.61,ahorro_moderado,0.34
3,2024-07,37,junior,1186.56,388.07,212.82,153.25,114.89,25.3,60.53,73.23,1028.09,158.47,13.36,ahorro_moderado,0.29
3,2024-08,37,junior,1195.61,392.01,214.98,154.8,116.06,25.56,61.15,73.98,1038.54,157.07,13.14,ahorro_moderado,0.25
3,2024-09,37,junior,1240.31,407.28,223.35,160.83,120.58,26.55,63.53,76.86,1078.98,161.33,13.01,ahorro_moderado,0.15
3,2024-10,37,junior,1224.19,402.71,220.85,159.03,119.23,26.25,62.81,76.0,1066.88,157.31,12.85,ahorro_moderado,0.18
3,2024-11,37,junior,1185.1,390.79,214.31,154.32,115.7,25.48,60.95,73.75,1035.3,149.8,12.64,ahorro_moderado,0.24
